Date;Open;High;Low;Close;Adj Close;Volume
24/06/2015;53772;54236;53628;53843;53843;2731100
25/06/2015;53840;53840;52879;53176;53176;3234900
26/06/2015;53181;54076;53151;54017;54017;2705400
29/06/2015;54013;54013;52647;53014;53014;2550600
30/06/2015;53014;53345;52813;53081;53081;3021100
01/07/2015;53081;53456;52603;52758;52758;2714000
02/07/2015;52758;53357;52758;53106;53106;2998100
03/07/2015;53106;53106;52370;52519;52519;1498600
06/07/2015;52511;52679;51683;52149;52149;2573500
07/07/2015;52149;52388;51130;52344;52344;3538900
08/07/2015;52343;52468;51574;51782;51782;2880300
10/07/2015;51782;52786;51782;52591;52591;2678700
13/07/2015;52591;53164;52591;53119;53119;2606900
14/07/2015;53119;53416;52653;53239;53239;2740900
15/07/2015;53239;53334;52790;52902;52902;2533600
16/07/2015;52902;53417;52714;53070;53070;2075700
17/07/2015;53070;53310;52221;52342;52342;2440800
20/07/2015;52341;52424;51525;51600;51600;2635000
21/07/2015;51603;51998;51244;51474;51474;2942600
22/07/2015;51474;51474;50592;50916;50916;3123300
23/07/2015;50916;51063;49668;49807;49807;4181500
24/07/2015;49804;49831;48624;49246;49246;3632500
27/07/2015;49246;49298;48640;48736;48736;3489100
28/07/2015;48740;49871;48740;49602;49602;4137600
29/07/2015;49602;50333;49422;50245;50245;3746800
30/07/2015;50245;50645;49612;49897;49897;3261200
31/07/2015;49897;50895;49892;50865;50865;3142200
03/08/2015;50867;50867;50054;50138;50138;2613200
