Date;Open;High;Low;Close;Adj Close;Volume
24/04/2013;54875;55546;54723;54984;54984;3949800
25/04/2013;54989;55544;54792;54963;54963;4347800
26/04/2013;54963;55034;54147;54252;54252;4660200
29/04/2013;54254;55336;54254;54887;54887;5931200
30/04/2013;54888;55910;54585;55910;55910;7138200
02/05/2013;55919;55919;55104;55322;55322;5436000
03/05/2013;55330;56366;55330;55488;55488;8860800
06/05/2013;55488;55542;54652;55430;55430;6452600
07/05/2013;55429;56450;55207;56275;56275;6235400
08/05/2013;56281;56814;55805;55805;55805;6519800
09/05/2013;55805;56072;54905;55448;55448;4799400
10/05/2013;55446;55446;54832;55108;55108;5315200
13/05/2013;55106;55106;54389;54448;54448;3956400
14/05/2013;54442;55030;54327;54667;54667;5094800
15/05/2013;54668;55216;54488;54936;54936;4899800
16/05/2013;54943;55539;54592;54773;54773;5080200
17/05/2013;54780;55489;54780;55164;55164;4067400
20/05/2013;55162;55705;54630;55701;55701;4164800
21/05/2013;55699;56265;55379;56265;56265;3898600
22/05/2013;56269;57099;56037;56429;56429;4872400
23/05/2013;56423;56423;55379;56350;56350;4072000
24/05/2013;56350;56506;55901;56406;56406;4852600
27/05/2013;56415;56562;56353;56396;56396;2051200
28/05/2013;56399;56979;56009;56036;56036;4175200
29/05/2013;56032;56032;54635;54635;54635;5004200
31/05/2013;54633;54776;52942;53506;53506;8790400
03/06/2013;53512;53993;53143;53944;53944;4336200
04/06/2013;53944;54289;53498;54018;54018;4314600
05/06/2013;54019;54207;52774;52799;52799;4630200
06/06/2013;52813;52937;52244;52885;52885;4088800
07/06/2013;52877;52877;51428;51619;51619;5635400
10/06/2013;51619;51836;51160;51317;51317;4689400
11/06/2013;51314;51314;49709;49770;49770;5560600
12/06/2013;49777;50380;48746;49181;49181;7780000
13/06/2013;49758;50444;48968;50415;50415;6228400
14/06/2013;50415;50656;49330;49332;49332;5826000
17/06/2013;49337;50123;49074;49089;49089;5324600
18/06/2013;49089;49550;48414;49465;49465;5977200
19/06/2013;49457;49698;47838;47893;47893;6582600
20/06/2013;47884;48214;45930;48214;48214;8789400
21/06/2013;48209;48209;46918;47056;47056;6416400
24/06/2013;47039;47039;45406;45965;45965;6301400
25/06/2013;45967;47119;45967;46893;46893;4773600
26/06/2013;46903;47725;46903;47172;47172;5636200
27/06/2013;47135;48053;47135;47609;47609;5567200
28/06/2013;47609;47639;47059;47457;47457;5752800
01/07/2013;47458;47674;46676;47230;47230;6658400
02/07/2013;47222;47222;44819;45229;45229;8123400
03/07/2013;45227;45827;44552;45044;45044;6998800
04/07/2013;45046;46097;45046;45763;45763;5100400
05/07/2013;45757;45757;44107;45210;45210;6988200
08/07/2013;45211;45740;44839;45076;45076;4664000
10/07/2013;45211;45955;45082;45483;45483;4867600
11/07/2013;45494;46719;45494;46626;46626;5587800
12/07/2013;46624;46624;45529;45533;45533;5357200
15/07/2013;45533;46840;45533;46739;46739;4842800
16/07/2013;46749;47330;46417;46869;46869;4775800
17/07/2013;46869;47710;46869;47407;47407;5185000
18/07/2013;47404;48057;47093;47657;47657;4285200
19/07/2013;47650;47650;47163;47400;47400;3474000
22/07/2013;47407;48879;47407;48574;48574;4132000
23/07/2013;48579;49379;48579;48820;48820;4579400
24/07/2013;48816;48888;47999;48374;48374;5006400
25/07/2013;48372;49123;48007;49067;49067;4935600
26/07/2013;49068;49422;48633;49422;49422;3997400
29/07/2013;49414;49461;48975;49212;49212;3285200
30/07/2013;49220;49669;48560;48562;48562;5507600
31/07/2013;48558;48824;48140;48234;48234;4944600
01/08/2013;48235;49281;48235;49141;49141;4687400
02/08/2013;49141;49550;48448;48474;48474;4491200
05/08/2013;48477;48707;48264;48436;48436;3743000
06/08/2013;48436;48522;47225;47422;47422;5267000
07/08/2013;47422;47665;47164;47447;47447;4463400
08/08/2013;47453;49230;47453;48929;48929;5221800
09/08/2013;48949;50001;48836;49875;49875;6321000
12/08/2013;49878;51380;49878;50299;50299;7041200
13/08/2013;50299;50734;50040;50601;50601;6511900
14/08/2013;50594;51364;50414;50896;50896;11269000
15/08/2013;50880;51453;50050;50908;50908;8357400
16/08/2013;50906;51555;50800;51539;51539;7402400
19/08/2013;51540;52089;51115;51574;51574;6388000
20/08/2013;51561;51561;50499;50507;50507;5834400
21/08/2013;50501;51171;50055;50405;50405;5993400
22/08/2013;50408;51458;50408;51398;51398;5570000
23/08/2013;51401;52197;51166;52197;52197;5887800
26/08/2013;52200;52398;51429;51429;51429;4283400
27/08/2013;51425;51425;50018;50092;50092;5718400
28/08/2013;50092;50591;49530;49867;49867;8503400
29/08/2013;49867;50558;49845;49922;49922;7991000
30/08/2013;49932;50480;49649;50008;50008;14233400
02/09/2013;50012;51976;50012;51835;51835;9666200
03/09/2013;51833;52289;51422;51626;51626;6887000
04/09/2013;51621;51830;51108;51716;51716;5036400
05/09/2013;51715;52498;51256;52352;52352;6194200
06/09/2013;52354;54125;52354;53749;53749;10524400
09/09/2013;53752;54531;53257;54252;54252;7775400
10/09/2013;54252;54740;53769;53979;53979;6826400
11/09/2013;53982;54304;53307;53570;53570;6817000
12/09/2013;53570;53839;52945;53307;53307;6094600
13/09/2013;53311;53859;52917;53798;53798;4938600
16/09/2013;53799;54463;53559;53822;53822;4775000
17/09/2013;53823;54271;53576;54271;54271;4249200
18/09/2013;54273;55827;53982;55703;55703;7541000
19/09/2013;55703;55900;54966;55096;55096;5134600
20/09/2013;55095;55243;54019;54110;54110;4421000
23/09/2013;54110;54683;54027;54602;54602;3915400
24/09/2013;54600;54818;54164;54431;54431;4296000
25/09/2013;54425;54612;53968;54261;54261;3904000
26/09/2013;54263;54344;53429;53783;53783;6266400
27/09/2013;53781;54131;53611;53739;53739;4217400
30/09/2013;53737;53737;52291;52338;52338;6498600
01/10/2013;52337;53179;52093;53179;53179;5041900
02/10/2013;53176;53474;52871;53100;53100;4144800
03/10/2013;53101;53429;52296;52490;52490;3992100
04/10/2013;52489;52872;52113;52849;52849;4300400
07/10/2013;52841;52912;52274;52417;52417;3472200
08/10/2013;52413;52556;51870;52312;52312;4002600
09/10/2013;52313;52836;51955;52548;52548;4212400
10/10/2013;52550;53133;52512;52997;52997;4136800
11/10/2013;53000;53301;52739;53150;53150;3052400
14/10/2013;53150;54197;52833;54171;54171;4094500
15/10/2013;54176;55190;54053;54981;54981;8575300
16/10/2013;54983;56747;54902;55973;55973;12960000
17/10/2013;55966;56168;55146;55358;55358;7207200
18/10/2013;55360;56052;55004;55378;55378;5977600
21/10/2013;55380;56109;55257;56077;56077;4658500
22/10/2013;56074;56720;55898;56460;56460;4607000
23/10/2013;56459;56459;55380;55440;55440;4019200
24/10/2013;55440;55864;54443;54877;54877;5649300
25/10/2013;54863;54911;54141;54154;54154;4940300
28/10/2013;54156;55076;54070;55073;55073;5796100
29/10/2013;55076;55267;54224;54539;54539;6136200
30/10/2013;54541;54764;53917;54173;54173;6039200
31/10/2013;54174;54466;53602;54256;54256;12953800
01/11/2013;54255;54387;53753;54013;54013;4094400
04/11/2013;54014;54531;54008;54437;54437;2731000
05/11/2013;54436;54539;53731;53832;53832;3327700
06/11/2013;53840;53857;53073;53385;53385;4258800
07/11/2013;53390;53891;52558;52741;52741;4874300
08/11/2013;52739;52868;51735;52249;52249;4105300
11/11/2013;52247;52646;52072;52624;52624;2317800
12/11/2013;52624;52811;51636;51804;51804;3848200
13/11/2013;51804;52271;51290;52230;52230;3415400
14/11/2013;52233;53566;52233;53452;53452;3609700
18/11/2013;53452;54317;53452;54307;54307;3320500
19/11/2013;54304;54304;52831;53033;53033;3649200
21/11/2013;53027;53027;52190;52688;52688;3624600
22/11/2013;52686;53221;52096;52801;52801;3467000
25/11/2013;52807;52995;52116;52264;52264;3075300
26/11/2013;52259;52410;51433;51447;51447;3730200
27/11/2013;51448;52113;51448;51861;51861;3108000
28/11/2013;51862;52458;51697;51847;51847;2416600
29/11/2013;51847;52482;51847;52482;52482;2633500
02/12/2013;52479;52479;51245;51245;51245;3793600
03/12/2013;51240;51257;50224;50349;50349;3683100
04/12/2013;50359;50744;50114;50216;50216;3641200
05/12/2013;50220;51124;50220;50788;50788;3672300
06/12/2013;50788;51365;50610;50944;50944;3353300
09/12/2013;50942;51298;50832;51165;51165;2277900
10/12/2013;51167;51334;50956;50993;50993;2128000
11/12/2013;50991;51039;50068;50068;50068;3083200
12/12/2013;50077;50331;49842;50122;50122;3049400
13/12/2013;50133;50519;50006;50051;50051;2875700
16/12/2013;50049;50611;50049;50280;50280;2796500
17/12/2013;50279;50563;50049;50090;50090;2678300
18/12/2013;50110;50869;50110;50563;50563;4527700
19/12/2013;50578;51168;50578;50819;50819;1146000
20/12/2013;51620;51641;51025;51186;51186;3715200
23/12/2013;51188;51605;51188;51356;51356;2305800
26/12/2013;51358;51610;51185;51221;51221;1810000
27/12/2013;51239;51395;51207;51267;51267;2002600
30/12/2013;51274;51996;51274;51507;51507;2048600
02/01/2014;51522;51656;50246;50341;50341;3476300
03/01/2014;50348;50981;50269;50981;50981;7360400
06/01/2014;50980;51002;50451;50974;50974;3727800
07/01/2014;50982;51478;50429;50430;50430;3339500
08/01/2014;50431;50793;50424;50577;50577;2916500
09/01/2014;50576;50576;49259;49322;49322;3702600
10/01/2014;49322;50145;49267;49696;49696;3509600
13/01/2014;49708;50003;49309;49427;49427;2803000
14/01/2014;49421;49834;49263;49703;49703;2887800
15/01/2014;49715;50230;49715;50105;50105;2835600
16/01/2014;50106;50577;49628;49696;49696;2944500
17/01/2014;49696;49868;49174;49182;49182;2615000
20/01/2014;49180;49292;48673;48708;48708;1413000
21/01/2014;48728;49124;48440;48542;48542;3104400
22/01/2014;48543;49487;48543;49300;49300;3873300
23/01/2014;49294;49598;48321;48321;48321;3881700
24/01/2014;48325;48327;47493;47787;47787;3535000
27/01/2014;47782;48147;47493;47701;47701;2936000
28/01/2014;47750;48488;47750;47841;47841;2694500
29/01/2014;47839;47884;47154;47557;47557;3324900
30/01/2014;47554;48034;47115;47244;47244;3108300
31/01/2014;47234;47652;46814;47639;47639;3718700
03/02/2014;47623;47623;46109;46148;46148;3622100
04/02/2014;46148;47132;46146;46964;46964;3471600
05/02/2014;46964;47148;46224;46624;46624;3358900
06/02/2014;46988;48034;46632;47738;47738;3632200
07/02/2014;47739;48253;47557;48074;48074;3195800
10/02/2014;48070;48136;47465;47711;47711;2634500
11/02/2014;47715;48604;47589;48463;48463;3379300
12/02/2014;48467;48669;48044;48217;48217;2766300
13/02/2014;48211;48211;47129;47813;47813;3167100
14/02/2014;47816;48314;47756;48201;48201;3192200
17/02/2014;48199;48297;47540;47576;47576;1884200
18/02/2014;47575;47712;46600;46600;46600;3860000
19/02/2014;46597;47155;46134;47151;47151;3995400
20/02/2014;47127;47600;46634;47289;47289;2996900
21/02/2014;47290;47816;47075;47380;47380;2605800
24/02/2014;47375;47538;46991;47393;47393;2990700
25/02/2014;47388;47388;46614;46716;46716;2924800
26/02/2014;46718;47010;46403;46599;46599;3225700
27/02/2014;46622;47781;46622;47607;47607;3046300
28/02/2014;47613;47813;47043;47094;47094;4088300
05/03/2014;47092;47154;46473;46589;46589;2293000
06/03/2014;46592;47400;46502;47093;47093;3164900
07/03/2014;47093;47218;46086;46244;46244;3982800
10/03/2014;46242;46242;45203;45533;45533;3673600
11/03/2014;45533;46050;45401;45698;45698;3282400
12/03/2014;45687;45916;45508;45862;45862;3021300
13/03/2014;45864;46176;45250;45444;45444;3118200
14/03/2014;45444;45562;44905;44966;44966;3477100
17/03/2014;44979;45499;44969;45118;45118;2929300
18/03/2014;45115;46217;45074;46150;46150;3593900
19/03/2014;46152;46803;45909;46567;46567;3337700
20/03/2014;46565;47484;46151;47278;47278;4364800
21/03/2014;47272;47832;46721;47381;47381;4187600
24/03/2014;47382;48142;47382;47993;47993;3008900
25/03/2014;47993;48441;47950;48180;48180;2953800
26/03/2014;48182;48725;47963;47966;47966;3439100
27/03/2014;47965;49647;47962;49647;49647;5928200
28/03/2014;49653;50181;49606;49768;49768;4230500
31/03/2014;49770;50418;49770;50415;50415;3645900
01/04/2014;50412;50627;49774;50270;50270;3501200
02/04/2014;50273;51794;50201;51701;51701;4790700
03/04/2014;51712;51991;51059;51408;51408;3503400
04/04/2014;51428;52288;51034;51082;51082;3696200
07/04/2014;51115;52229;51115;52155;52155;3673400
08/04/2014;52173;53394;51377;51629;51629;5496100
09/04/2014;51629;51629;50653;51185;51185;4195300
10/04/2014;51185;51522;50732;51127;51127;3588900
11/04/2014;51127;51871;50518;51867;51867;3395300
14/04/2014;51867;52110;51361;51596;51596;2686800
15/04/2014;51593;51593;49890;50454;50454;3858800
16/04/2014;50469;51288;50469;51201;51201;3427100
17/04/2014;51201;52338;50887;52112;52112;3015500
22/04/2014;52112;52460;51682;51977;51977;3492900
23/04/2014;51975;51975;51400;51570;51570;2844000
24/04/2014;51570;51963;51238;51817;51817;3186900
25/04/2014;51817;51817;51019;51399;51399;2954700
28/04/2014;51397;51471;50777;51384;51384;2711300
29/04/2014;51386;52416;51386;51839;51839;4326300
30/04/2014;51837;51837;51250;51626;51626;4623600
02/05/2014;51630;53060;51628;52980;52980;8106000
05/05/2014;52989;53506;52931;53446;53446;4441100
06/05/2014;53446;53986;53094;53780;53780;4965700
07/05/2014;53786;54226;53499;54053;54053;4569600
08/05/2014;54053;54249;53222;53422;53422;3344300
09/05/2014;53422;53639;53057;53100;53100;3177900
12/05/2014;53103;54053;53103;54053;54053;2744300
13/05/2014;54056;54243;53731;53907;53907;2956600
14/05/2014;53913;54459;53867;54413;54413;2878900
15/05/2014;54404;54404;53565;53856;53856;3436100
16/05/2014;53856;54382;53709;53976;53976;3541400
19/05/2014;53976;53991;53267;53353;53353;3089500
20/05/2014;53353;53843;52313;52366;52366;3948600
21/05/2014;52366;52875;52203;52203;52203;3248100
22/05/2014;52206;52851;52133;52806;52806;2941400
23/05/2014;52807;52936;52403;52626;52626;2462300
26/05/2014;52649;53044;52649;52932;52932;1186800
27/05/2014;52932;53309;52079;52172;52172;2894700
28/05/2014;52174;52858;52009;52640;52640;2842500
29/05/2014;52649;52889;52031;52239;52239;2394300
30/05/2014;52233;52233;51239;51239;51239;4533200
02/06/2014;51239;51879;51239;51606;51606;2597900
03/06/2014;51606;52032;51377;52032;52032;2859400
04/06/2014;52032;52032;51609;51833;51833;2571500
05/06/2014;51833;52245;51470;51559;51559;2890000
06/06/2014;51562;53175;51562;53129;53129;4298400
09/06/2014;53129;54462;53091;54273;54273;3660000
10/06/2014;54273;54604;53960;54604;54604;3729900
11/06/2014;54676;55284;54676;55102;55102;3796000
13/06/2014;55102;55104;54649;54807;54807;2664400
16/06/2014;54807;54855;54475;54630;54630;2637400
17/06/2014;54630;54638;54150;54300;54300;1588400
18/06/2014;54301;55203;54046;55203;55203;3265400
20/06/2014;55192;55192;54540;54638;54638;2347800
23/06/2014;54637;54724;54097;54210;54210;1403100
24/06/2014;54194;55002;54094;54281;54281;3121500
25/06/2014;54281;54393;53363;53426;53426;2953100
26/06/2014;53426;53790;53331;53506;53506;2241300
27/06/2014;53507;53614;52919;53157;53157;2370800
30/06/2014;53158;53311;52709;53168;53168;2448700
01/07/2014;53170;53698;52887;53171;53171;2693300
02/07/2014;53171;53245;52735;53029;53029;3156000
03/07/2014;53029;53877;52760;53875;53875;3302900
04/07/2014;53892;54086;53703;54055;54055;753800
07/07/2014;54042;54042;53376;53802;53802;2194500
08/07/2014;53814;53905;53459;53635;53635;1854600
10/07/2014;53643;54600;53643;54593;54593;4720300
11/07/2014;54593;54952;54320;54786;54786;3377200
14/07/2014;54786;55896;54786;55744;55744;4170300
15/07/2014;55742;56107;55629;55974;55974;3222300
16/07/2014;55973;56332;55573;55717;55717;4094500
17/07/2014;55712;56190;55237;55638;55638;3975700
18/07/2014;55639;57484;55639;57013;57013;5296300
21/07/2014;57014;57756;56864;57634;57634;3034800
22/07/2014;57636;58138;57500;57983;57983;3010300
23/07/2014;57983;57983;57142;57420;57420;2735100
24/07/2014;57420;58122;57357;57978;57978;3040100
25/07/2014;57978;58069;57648;57821;57821;2422200
28/07/2014;57823;58040;57415;57696;57696;2366800
29/07/2014;57697;58013;57083;57119;57119;2702100
30/07/2014;57119;57439;56706;56878;56878;2446200
31/07/2014;56878;56878;55502;55829;55829;3488600
01/08/2014;55827;56059;55267;55903;55903;3229100
04/08/2014;55906;56620;55586;56616;56616;2195100
05/08/2014;56621;56937;56064;56202;56202;3752600
06/08/2014;56202;56797;55696;56487;56487;4006200
07/08/2014;56487;56923;55985;56188;56188;3049200
08/08/2014;56187;56187;55319;55573;55573;3017300
11/08/2014;55578;56657;55578;56613;56613;2672500
12/08/2014;56613;56811;56312;56442;56442;2145000
13/08/2014;56454;56736;55239;55581;55581;4810800
14/08/2014;55558;55947;55437;55780;55780;3045400
15/08/2014;55783;56965;55783;56964;56964;3437700
18/08/2014;56968;57665;56968;57561;57561;3268300
19/08/2014;57561;58475;57371;58449;58449;3485000
20/08/2014;58450;59010;58320;58878;58878;3300100
21/08/2014;58878;59207;58558;58992;58992;3322000
22/08/2014;58992;58992;58164;58407;58407;2327300
25/08/2014;58408;59743;58408;59735;59735;2875600
26/08/2014;59735;60093;59522;59821;59821;4014100
27/08/2014;59822;61247;59822;60951;60951;5389100
28/08/2014;60945;60980;60189;60291;60291;4462600
29/08/2014;60291;61442;60272;61288;61288;4942400
01/09/2014;61294;62279;61141;61141;61141;2769100
02/09/2014;61142;62231;60930;61896;61896;3995800
03/09/2014;61900;62305;61199;61837;61837;4164300
04/09/2014;61836;61836;60739;60800;60800;4010700
05/09/2014;60800;61029;60243;60681;60681;3808600
08/09/2014;60708;61513;59191;59193;59193;4386000
09/09/2014;59158;59485;58306;58676;58676;4461200
10/09/2014;58675;58675;57450;58199;58199;3805800
11/09/2014;58202;58809;58112;58337;58337;2893100
12/09/2014;58336;58336;56666;56928;56928;4620200
15/09/2014;56930;57949;56852;57949;57949;2902300
16/09/2014;57949;60243;57946;59115;59115;4876300
17/09/2014;59115;60025;59096;59108;59108;3525800
18/09/2014;59108;59267;58118;58374;58374;3848200
19/09/2014;58356;58516;57514;57789;57789;3464700
22/09/2014;57788;57788;55974;56818;56818;3814900
23/09/2014;56818;57332;56086;56541;56541;3317200
24/09/2014;56539;57131;55934;56824;56824;2848300
25/09/2014;56822;56822;55876;55962;55962;2845400
26/09/2014;55965;57489;55946;57212;57212;2982200
29/09/2014;57211;57211;54124;54625;54625;5186400
30/09/2014;54626;54626;53536;54116;54116;5222300
01/10/2014;54115;54115;52647;52858;52858;4918800
02/10/2014;52859;54022;52480;53519;53519;3986300
03/10/2014;53519;54540;53368;54540;54540;3708600
06/10/2014;54542;58897;54542;57116;57116;6714000
07/10/2014;57124;58318;57124;57436;57436;4874100
08/10/2014;57440;58191;56199;57058;57058;4807200
09/10/2014;57079;58246;57077;57268;57268;4503200
10/10/2014;57266;57266;55312;55312;55312;3635700
13/10/2014;55313;58747;55313;57957;57957;4544400
14/10/2014;57945;58856;57258;58015;58015;3904700
15/10/2014;58012;58012;54919;56135;56135;5671200
16/10/2014;56124;56124;54132;54298;54298;5427800
17/10/2014;54298;55949;54298;55724;55724;4406300
20/10/2014;55720;55720;54300;54303;54303;3868300
21/10/2014;54300;54300;51922;52432;52432;6578000
22/10/2014;52427;53229;52064;52411;52411;3755400
23/10/2014;52409;52409;50654;50713;50713;6346100
24/10/2014;50687;53146;50596;51941;51941;5852100
27/10/2014;51937;51937;48722;50504;50504;7999300
28/10/2014;50504;52374;50503;52330;52330;5761300
29/10/2014;52330;52330;51049;51049;51049;4915300
30/10/2014;51049;52574;51049;52337;52337;4299700
31/10/2014;52338;54629;52335;54629;54629;5348200
03/11/2014;54629;54629;53054;53947;53947;3665200
04/11/2014;53947;54384;53432;54384;54384;3529800
05/11/2014;54384;54384;53589;53698;53698;2901600
06/11/2014;53697;53697;52418;52637;52637;3692500
07/11/2014;52637;53483;52197;53223;53223;3592600
10/11/2014;53223;53830;52716;52725;52725;2973700
11/11/2014;52718;52718;52003;52474;52474;2678500
12/11/2014;52473;53435;52187;52979;52979;3198600
13/11/2014;52979;53323;51846;51846;51846;3032900
14/11/2014;51834;51900;50886;51772;51772;3789300
17/11/2014;51772;52223;51047;51257;51257;2824600
18/11/2014;51257;52122;51067;52062;52062;3639700
19/11/2014;52062;53403;52032;53403;53403;4251300
21/11/2014;53403;56214;53403;56084;56084;6026200
24/11/2014;56086;57359;55292;55407;55407;4588700
25/11/2014;55410;56387;55204;55561;55561;5033200
26/11/2014;55561;56100;54977;55098;55098;3033300
27/11/2014;55099;56065;54592;54721;54721;2292700
28/11/2014;54731;55436;54664;54664;54664;2637700
01/12/2014;54719;54719;52156;52276;52276;4312800
02/12/2014;52277;52639;51471;51612;51612;3296400
03/12/2014;51610;52470;51610;52320;52320;2724600
04/12/2014;52320;52539;51074;51427;51427;2913300
05/12/2014;51427;52023;51163;51992;51992;2530100
08/12/2014;51992;51992;50015;50274;50274;3302600
09/12/2014;50250;50260;49395;50193;50193;3852900
10/12/2014;50192;50192;49297;49548;49548;3168900
11/12/2014;49548;49946;48808;49861;49861;3828900
12/12/2014;49861;49861;47973;48002;48002;3756700
15/12/2014;48002;48401;46410;47019;47019;4685700
16/12/2014;47016;47595;45853;47008;47008;5339900
17/12/2014;47008;49258;47008;48714;48714;6209500
18/12/2014;48714;49565;48296;48496;48496;4240500
19/12/2014;48492;49658;48435;49651;49651;3620400
22/12/2014;49651;50121;49105;50121;50121;2675200
23/12/2014;50121;50890;49815;50890;50890;2668300
26/12/2014;50891;50973;49914;50145;50145;1911100
29/12/2014;50145;50903;50008;50594;50594;1852500
30/12/2014;50601;50841;49993;50007;50007;2925300
02/01/2015;50005;50005;48345;48512;48512;2882100
05/01/2015;48512;48512;47264;47517;47517;3866100
06/01/2015;47517;48061;47338;48001;48001;4559300
07/01/2015;48006;49882;48006;49463;49463;4408800
08/01/2015;49463;50261;49017;49943;49943;3621900
09/01/2015;49955;49955;48501;48840;48840;2999200
12/01/2015;48840;48840;47956;48140;48140;3246100
13/01/2015;48144;48939;48042;48042;48042;3881600
14/01/2015;48038;48281;47372;47646;47646;3697200
15/01/2015;47648;48853;47648;48026;48026;4463600
16/01/2015;48028;49264;48028;49017;49017;3344900
19/01/2015;49009;49009;47503;47758;47758;2096000
20/01/2015;47759;48687;47619;47877;47877;2899100
21/01/2015;47888;49329;47888;49224;49224;3561400
22/01/2015;49227;50281;49227;49443;49443;4952300
23/01/2015;49432;49523;48496;48775;48775;3081600
26/01/2015;48712;48712;48004;48577;48577;2774200
27/01/2015;48577;48864;47352;48591;48591;3890900
28/01/2015;48589;48589;47550;47695;47695;4241400
29/01/2015;47696;47894;47007;47762;47762;4405500
30/01/2015;47759;47759;46484;46908;46908;4846600
02/02/2015;46933;47684;46760;47651;47651;3247800
03/02/2015;47664;48993;47664;48964;48964;4819800
04/02/2015;48965;49718;48214;49301;49301;4811300
05/02/2015;49299;49816;49020;49234;49234;4004000
06/02/2015;49231;49231;48209;48792;48792;4591400
09/02/2015;48792;49522;48416;49383;49383;3658900
10/02/2015;49359;49799;48510;48510;48510;3796000
11/02/2015;48508;48762;47841;48240;48240;4307600
12/02/2015;48240;49690;48240;49533;49533;3828500
13/02/2015;49546;50726;49476;50636;50636;3888100
18/02/2015;50639;51868;50639;51280;51280;2940700
19/02/2015;51281;51638;50870;51294;51294;2485100
20/02/2015;51301;51450;50711;51238;51238;2208700
23/02/2015;51238;51690;50861;51281;51281;2824500
24/02/2015;51288;51956;51049;51874;51874;3004200
25/02/2015;51863;51863;51051;51811;51811;3477200
26/02/2015;51812;51922;51181;51761;51761;3239000
27/02/2015;51760;52457;51474;51583;51583;4177300
02/03/2015;51580;51580;50775;51021;51021;2793700
03/03/2015;51021;51432;50995;51304;51304;2746200
04/03/2015;51303;51303;50399;50468;50468;3654700
05/03/2015;50472;50734;50114;50365;50365;2732500
06/03/2015;50355;50401;49779;49981;49981;2787800
09/03/2015;49978;49978;48952;49181;49181;3299100
10/03/2015;49177;49177;48293;48293;48293;4434300
11/03/2015;48309;48937;48309;48906;48906;3839700
12/03/2015;48908;49633;48684;48880;48880;3833200
13/03/2015;48858;48858;47905;48596;48596;4475600
16/03/2015;48602;49205;48394;48848;48848;3155400
17/03/2015;48849;50384;48841;50285;50285;4013900
18/03/2015;50284;51773;49788;51526;51526;4458900
19/03/2015;51530;51547;50791;50954;50954;3263600
20/03/2015;50964;52286;50964;51967;51967;4916800
23/03/2015;51970;52178;51516;51908;51908;3397500
24/03/2015;51908;52223;51006;51506;51506;3436500
25/03/2015;51507;52319;51507;51858;51858;4774600
26/03/2015;51835;51835;50528;50580;50580;3638500
27/03/2015;50575;50575;49909;50095;50095;3927700
30/03/2015;50100;51265;50100;51243;51243;2798500
31/03/2015;51243;51466;50612;51150;51150;3511300
01/04/2015;51186;52613;51186;52322;52322;4411500
02/04/2015;52322;53312;52322;53123;53123;4266500
06/04/2015;53124;54146;53122;53737;53737;3322100
07/04/2015;53738;54002;53436;53729;53729;3487100
08/04/2015;53732;54458;53508;53661;53661;4780400
09/04/2015;53638;54002;53292;53803;53803;4338300
10/04/2015;53803;54413;53556;54214;54214;3683000
13/04/2015;54214;54866;54004;54240;54240;3660300
14/04/2015;54240;54625;53773;53982;53982;3747100
15/04/2015;54037;54960;54037;54919;54919;4069600
16/04/2015;54919;54919;54316;54674;54674;4133000
17/04/2015;54672;54672;53896;53955;53955;3537200
20/04/2015;53965;54385;53510;53761;53761;2688000
22/04/2015;53762;54848;53762;54617;54617;3700600
23/04/2015;54616;55782;54064;55685;55685;5535100
24/04/2015;55687;56965;55687;56594;56594;4982000
27/04/2015;56554;56962;55515;55535;55535;3854300
28/04/2015;55549;56018;54973;55812;55812;4082600
29/04/2015;55809;55809;55067;55325;55325;3888400
30/04/2015;55312;56229;55080;56229;56229;4947500
04/05/2015;56230;57520;56230;57354;57354;3492600
05/05/2015;57350;58147;57096;58052;58052;3903800
06/05/2015;58050;58575;56820;57103;57103;4598400
07/05/2015;57103;57290;56507;56921;56921;3065100
08/05/2015;56965;57621;56595;57149;57149;3410900
11/05/2015;57166;57490;57013;57197;57197;2966300
12/05/2015;57193;57424;56753;56792;56792;3087600
13/05/2015;56790;56900;56199;56372;56372;3071700
14/05/2015;56376;56921;56105;56657;56657;3209800
15/05/2015;56656;57288;56422;57249;57249;2894400
18/05/2015;57250;57606;55926;56204;56204;3778400
19/05/2015;56204;56212;55027;55499;55499;3223000
20/05/2015;55497;55645;54820;54901;54901;3278700
21/05/2015;54900;55112;54526;55112;55112;3303700
22/05/2015;55112;55223;54038;54377;54377;3689100
25/05/2015;54378;54868;53972;54609;54609;1604600
26/05/2015;54609;54609;53548;53630;53630;3324200
27/05/2015;53631;54293;53136;54236;54236;3475600
28/05/2015;54230;54230;53363;53976;53976;2914500
29/05/2015;53974;53974;52760;52760;52760;5553300
01/06/2015;52753;53233;52666;53031;53031;2675400
02/06/2015;53035;54236;53035;54236;54236;3476000
03/06/2015;54254;54254;53462;53523;53523;3317500
05/06/2015;53518;53518;52808;52973;52973;2729100
08/06/2015;52975;53325;52810;52810;52810;2582500
09/06/2015;52810;53292;52688;52816;52816;3678000
10/06/2015;52817;54102;52817;53876;53876;3587500
11/06/2015;53876;54271;53444;53689;53689;3093500
12/06/2015;53689;53689;53033;53348;53348;2379500
15/06/2015;53338;53338;52548;53138;53138;2607700
16/06/2015;53144;53969;53107;53702;53702;3280300
17/06/2015;53698;53755;52965;53249;53249;2993200
18/06/2015;53251;54352;53214;54239;54239;2665000
19/06/2015;54236;54236;53479;53749;53749;2948200
22/06/2015;53750;54342;53655;53864;53864;2354400
23/06/2015;53865;54361;53772;53772;53772;2625300
